flare_id,log,flash_index,dark_s
FLR-00134,LAMP,7,0.0577334
FLR-00134,LAMP,8,
FLR-00135,RIDGE,1,0.3751564
FLR-00135,RIDGE,2,0.3099486
FLR-00135,RIDGE,3,0.1743554
FLR-00135,RIDGE,4,0.1221399
FLR-00135,RIDGE,5,0.2079381
FLR-00135,RIDGE,6,0
FLR-00135,RIDGE,7,
FLR-00136,RIDGE,1,0.2338
FLR-00136,RIDGE,2,0.1507
FLR-00136,RIDGE,3,0.1029
FLR-00136,RIDGE,4,
FLR-00137,RIDGE,1,0.2509607
FLR-00137,RIDGE,2,0.2391191
FLR-00137,RIDGE,3,0.2582155
FLR-00137,RIDGE,4,
FLR-00138,RIDGE,1,0.34
FLR-00138,RIDGE,2,0.335
FLR-00138,RIDGE,3,0.206
FLR-00138,RIDGE,4,0.17
FLR-00138,RIDGE,5,
FLR-00139,RIDGE,1,0.2349876
FLR-00139,RIDGE,2,0.2410211
FLR-00139,RIDGE,3,0.1796493
FLR-00139,RIDGE,4,0.1254362
FLR-00139,RIDGE,5,
FLR-00140,RIDGE,1,0.1994
FLR-00140,RIDGE,2,0.1537
FLR-00140,RIDGE,3,0.1274
FLR-00140,RIDGE,4,0.1206
FLR-00140,RIDGE,5,
FLR-00141,LAMP,1,0.4456935
FLR-00141,LAMP,2,0.4305213
FLR-00141,LAMP,3,0.205883
FLR-00141,LAMP,4,0.18261
FLR-00141,LAMP,5,
FLR-00142,RIDGE,1,0.5627317
FLR-00142,RIDGE,2,0.5359551
FLR-00142,RIDGE,3,0.5586722
FLR-00142,RIDGE,4,0.6259913
FLR-00142,RIDGE,5,
FLR-00143,RIDGE,1,0.2788
FLR-00143,RIDGE,2,0.2822
FLR-00143,RIDGE,3,0.279
FLR-00143,RIDGE,4,0.2881
FLR-00143,RIDGE,5,
FLR-00144,RIDGE,1,0.5031
FLR-00144,RIDGE,2,0.4949
FLR-00144,RIDGE,3,0.2587
FLR-00144,RIDGE,4,0.2284
FLR-00144,RIDGE,5,
FLR-00145,RIDGE,1,0.2716747
FLR-00145,RIDGE,2,0.2821171
FLR-00145,RIDGE,3,0.2797729
FLR-00145,RIDGE,4,
FLR-00146,RIDGE,1,0.2417
FLR-00146,RIDGE,2,0.2395
FLR-00146,RIDGE,3,0.1583
FLR-00146,RIDGE,4,0.1434
FLR-00146,RIDGE,5,
FLR-00147,LAMP,1,0.3338881
FLR-00147,LAMP,2,0.310911
FLR-00147,LAMP,3,0.3084925
FLR-00147,LAMP,4,
FLR-00148,RIDGE,1,0.4838166
FLR-00148,RIDGE,2,0.4827917
FLR-00148,RIDGE,3,0.2126167
FLR-00148,RIDGE,4,0.1937333
FLR-00148,RIDGE,5,
FLR-00149,LAMP,1,0.4149666
FLR-00149,LAMP,2,0.3928584
FLR-00149,LAMP,3,0.2064083
FLR-00149,LAMP,4,0.190625
FLR-00149,LAMP,5,
FLR-00150,RIDGE,1,0.2822
FLR-00150,RIDGE,2,0.2903
FLR-00150,RIDGE,3,0.2935
FLR-00150,RIDGE,4,0.2791
FLR-00150,RIDGE,5,
FLR-00151,RIDGE,1,0.2363
FLR-00151,RIDGE,2,0.2155
FLR-00151,RIDGE,3,0.1573
FLR-00151,RIDGE,4,0.1534
FLR-00151,RIDGE,5,
FLR-00152,RIDGE,1,0.4272847
FLR-00152,RIDGE,2,0.3908876
FLR-00152,RIDGE,3,0.17508
FLR-00152,RIDGE,4,0.15598
FLR-00152,RIDGE,5,
FLR-00153,LAMP,1,0.4843334
FLR-00153,LAMP,2,0.451737
FLR-00153,LAMP,3,0.1962231
FLR-00153,LAMP,4,0.2033368
FLR-00153,LAMP,5,
FLR-00154,LAMP,1,0.091375
FLR-00154,LAMP,2,0.081425
FLR-00154,LAMP,3,0.0745584
FLR-00154,LAMP,4,0.0655083
FLR-00154,LAMP,5,
FLR-00155,RIDGE,1,0.4424166
FLR-00155,RIDGE,2,0.4363834
FLR-00155,RIDGE,3,0.2019083
FLR-00155,RIDGE,4,0.21915
FLR-00155,RIDGE,5,
FLR-00156,RIDGE,1,0.0826167
FLR-00156,RIDGE,2,0.0840667
FLR-00156,RIDGE,3,0.0743333
FLR-00156,RIDGE,4,0.0670083
FLR-00156,RIDGE,5,
FLR-00157,LAMP,1,0.314197
FLR-00157,LAMP,2,0.1902158
FLR-00157,LAMP,3,0.1601267
FLR-00157,LAMP,4,0.1632359
FLR-00157,LAMP,5,0.1564882
FLR-00157,LAMP,6,0.1534739
FLR-00157,LAMP,7,0.1514342
FLR-00157,LAMP,8,0.1547313
FLR-00157,LAMP,9,0.1731823
FLR-00157,LAMP,10,
FLR-00158,RIDGE,1,0.433
FLR-00158,RIDGE,2,0.4007
FLR-00158,RIDGE,3,0.1995
FLR-00158,RIDGE,4,0.2035
FLR-00158,RIDGE,5,
FLR-00159,RIDGE,1,0.1297
FLR-00159,RIDGE,2,0.127025
FLR-00159,RIDGE,3,0.1158583
FLR-00159,RIDGE,4,0.1255917
FLR-00159,RIDGE,5,
FLR-00160,RIDGE,1,0.4597309
FLR-00160,RIDGE,2,0.4326131
FLR-00160,RIDGE,3,0.1731475
FLR-00160,RIDGE,4,0.2025391
FLR-00160,RIDGE,5,
FLR-00161,LAMP,1,0.4664188
FLR-00161,LAMP,2,0.4586433
FLR-00161,LAMP,3,0.2079511
FLR-00161,LAMP,4,0.21371
FLR-00161,LAMP,5,
FLR-00162,RIDGE,1,0.185325
FLR-00162,RIDGE,2,0.2259833
FLR-00162,RIDGE,3,0.16845
FLR-00162,RIDGE,4,0.132275
FLR-00162,RIDGE,5,
FLR-00163,RIDGE,1,0.235
FLR-00163,RIDGE,2,0.084
FLR-00163,RIDGE,3,0.072
FLR-00163,RIDGE,4,
FLR-00164,LAMP,1,0.1553136
FLR-00164,LAMP,2,0.0763122
FLR-00164,LAMP,3,0.0802521
FLR-00164,LAMP,4,0.0831098
FLR-00164,LAMP,5,0.0839834
FLR-00164,LAMP,6,0.0783278
FLR-00164,LAMP,7,0.0755205
FLR-00164,LAMP,8,0.087757
FLR-00164,LAMP,9,0.0817817
FLR-00164,LAMP,10,0.0849757
FLR-00164,LAMP,11,0.0757949
FLR-00164,LAMP,12,0.083584
FLR-00164,LAMP,13,0.0952841
FLR-00164,LAMP,14,0.1215178
FLR-00164,LAMP,15,
FLR-00165,RIDGE,1,0.2348951
FLR-00165,RIDGE,2,0.2463954
FLR-00165,RIDGE,3,0.1412572
FLR-00165,RIDGE,4,0.1059049
FLR-00165,RIDGE,5,0.1269316
FLR-00165,RIDGE,6,
FLR-00166,LAMP,1,0.4282701
FLR-00166,LAMP,2,0.4330934
FLR-00166,LAMP,3,0.1910967
FLR-00166,LAMP,4,0.1993705
FLR-00166,LAMP,5,
FLR-00167,RIDGE,1,0.3267333
FLR-00167,RIDGE,2,0.2984333
FLR-00167,RIDGE,3,0.1693917
FLR-00167,RIDGE,4,0.1750167
FLR-00167,RIDGE,5,
FLR-00168,RIDGE,1,0.278
FLR-00168,RIDGE,2,0.27
FLR-00168,RIDGE,3,0.269
FLR-00168,RIDGE,4,0.271
FLR-00168,RIDGE,5,
FLR-00169,RIDGE,1,0.194
FLR-00169,RIDGE,2,0.253
FLR-00169,RIDGE,3,0.179
FLR-00169,RIDGE,4,0.141
FLR-00169,RIDGE,5,
FLR-00170,RIDGE,1,0.284
FLR-00170,RIDGE,2,0.2929
FLR-00170,RIDGE,3,0.2876
FLR-00170,RIDGE,4,0.2943
FLR-00170,RIDGE,5,
FLR-00171,RIDGE,1,0.3645917
FLR-00171,RIDGE,2,0.3650083
FLR-00171,RIDGE,3,0.1735167
FLR-00171,RIDGE,4,0.1851333
FLR-00171,RIDGE,5,
FLR-00172,RIDGE,1,0.088
FLR-00172,RIDGE,2,0.1
FLR-00172,RIDGE,3,0.075
FLR-00172,RIDGE,4,0.053
FLR-00172,RIDGE,5,
FLR-00173,RIDGE,1,0.4948
FLR-00173,RIDGE,2,0.4406
FLR-00173,RIDGE,3,0.2311
FLR-00173,RIDGE,4,0.2059
FLR-00173,RIDGE,5,
FLR-00174,RIDGE,1,0.337
FLR-00174,RIDGE,2,0.353
FLR-00174,RIDGE,3,0.226
FLR-00174,RIDGE,4,0.186
FLR-00174,RIDGE,5,
FLR-00175,LAMP,1,0.4279571
FLR-00175,LAMP,2,0.4285206
FLR-00175,LAMP,3,0.1962279
FLR-00175,LAMP,4,0.2172956
FLR-00175,LAMP,5,
FLR-00176,RIDGE,1,0.521563
FLR-00176,RIDGE,2,0.5080428
FLR-00176,RIDGE,3,0.2664793
FLR-00176,RIDGE,4,0.2325949
FLR-00176,RIDGE,5,
FLR-00177,RIDGE,1,0.108
FLR-00177,RIDGE,2,0.084
FLR-00177,RIDGE,3,0.072
FLR-00177,RIDGE,4,0.068
FLR-00177,RIDGE,5,
FLR-00178,RIDGE,1,0.132
FLR-00178,RIDGE,2,0.094
FLR-00178,RIDGE,3,0.076
FLR-00178,RIDGE,4,0.075
FLR-00178,RIDGE,5,0.089
FLR-00178,RIDGE,6,0.111
FLR-00178,RIDGE,7,
FLR-00179,RIDGE,1,0.0862705
FLR-00179,RIDGE,2,0.0828116
FLR-00179,RIDGE,3,0.0710748
FLR-00179,RIDGE,4,0.0671254
FLR-00179,RIDGE,5,
FLR-00180,LAMP,1,0.4037403
FLR-00180,LAMP,2,0.4285719
FLR-00180,LAMP,3,0.1962403
FLR-00180,LAMP,4,0.2173222
FLR-00180,LAMP,5,
FLR-00181,LAMP,1,0.03155
FLR-00181,LAMP,2,0.0415
FLR-00181,LAMP,3,0.0410917
FLR-00181,LAMP,4,0.0544917
FLR-00181,LAMP,5,0.0425833
FLR-00181,LAMP,6,0.0459917
FLR-00181,LAMP,7,0.0402166
FLR-00181,LAMP,8,0.043875
FLR-00181,LAMP,9,0.03985
FLR-00181,LAMP,10,0.0406917
FLR-00181,LAMP,11,0.0402
FLR-00181,LAMP,12,0.0389333
FLR-00181,LAMP,13,0.038175
FLR-00181,LAMP,14,0.0408167
FLR-00181,LAMP,15,0.041
FLR-00181,LAMP,16,0.043875
FLR-00181,LAMP,17,0.04995
FLR-00181,LAMP,18,0.0532417
FLR-00181,LAMP,19,0.0616922
FLR-00181,LAMP,20,0.0781994
FLR-00181,LAMP,21,0.0894417
FLR-00181,LAMP,22,0.141625
FLR-00181,LAMP,23,0.2153167
FLR-00181,LAMP,24,
FLR-00182,RIDGE,1,0.3913
FLR-00182,RIDGE,2,0.28
FLR-00182,RIDGE,3,0.1815
FLR-00182,RIDGE,4,0.141
FLR-00182,RIDGE,5,
FLR-00183,RIDGE,1,0.4469102
FLR-00183,RIDGE,2,0.4114459
FLR-00183,RIDGE,3,0.3854762
FLR-00183,RIDGE,4,
FLR-00184,LAMP,1,0.3491957
FLR-00184,LAMP,2,0.3421129
FLR-00184,LAMP,3,0.1467644
FLR-00184,LAMP,4,0.1609406
FLR-00184,LAMP,5,
FLR-00185,LAMP,1,0.4857803
FLR-00185,LAMP,2,0.4253917
FLR-00185,LAMP,3,0.1819083
FLR-00185,LAMP,4,0.2229584
FLR-00185,LAMP,5,
FLR-00186,RIDGE,1,0.092279
FLR-00186,RIDGE,2,0.0971539
FLR-00186,RIDGE,3,0.0761221
FLR-00186,RIDGE,4,0.0612867
FLR-00186,RIDGE,5,
FLR-00187,RIDGE,1,0.224924
FLR-00187,RIDGE,2,0.2435534
FLR-00187,RIDGE,3,0.1525658
FLR-00187,RIDGE,4,0.1366537
FLR-00187,RIDGE,5,
FLR-00188,RIDGE,1,0.2106834
FLR-00188,RIDGE,2,0.231075
FLR-00188,RIDGE,3,0.1657416
FLR-00188,RIDGE,4,0.152475
FLR-00188,RIDGE,5,
FLR-00189,LAMP,1,0.451359
FLR-00189,LAMP,2,0.4119722
FLR-00189,LAMP,3,0.2097342
FLR-00189,LAMP,4,0.2089368
FLR-00189,LAMP,5,
FLR-00190,RIDGE,1,0.111
FLR-00190,RIDGE,2,0.133
FLR-00190,RIDGE,3,0.127
FLR-00190,RIDGE,4,0.157
FLR-00190,RIDGE,5,
FLR-00191,RIDGE,1,0.1188343
FLR-00191,RIDGE,2,0.1389761
FLR-00191,RIDGE,3,0.1120682
FLR-00191,RIDGE,4,0.1167401
FLR-00191,RIDGE,5,
FLR-00192,RIDGE,1,0.3741
FLR-00192,RIDGE,2,0.3634
FLR-00192,RIDGE,3,0.2056
FLR-00192,RIDGE,4,0.1797
FLR-00192,RIDGE,5,
FLR-00193,RIDGE,1,0.0918166
FLR-00193,RIDGE,2,0.08795
FLR-00193,RIDGE,3,0.0744834
FLR-00193,RIDGE,4,0.0685583
FLR-00193,RIDGE,5,
FLR-00194,RIDGE,1,0.093
FLR-00194,RIDGE,2,0.075
FLR-00194,RIDGE,3,0.08
FLR-00194,RIDGE,4,
FLR-00195,LAMP,1,0.0483345
FLR-00195,LAMP,2,0.0555091
FLR-00195,LAMP,3,0.0544545
FLR-00195,LAMP,4,0.0486635
FLR-00195,LAMP,5,0.0452415
FLR-00195,LAMP,6,0.0508099
FLR-00195,LAMP,7,0.0430604
FLR-00195,LAMP,8,0.0446546
FLR-00195,LAMP,9,0.0510688
FLR-00195,LAMP,10,0.026983
FLR-00195,LAMP,11,0.0311026
FLR-00195,LAMP,12,0.0451435
FLR-00195,LAMP,13,0.0688326
FLR-00195,LAMP,14,
FLR-00196,RIDGE,1,0.034
FLR-00196,RIDGE,2,0.0427
FLR-00196,RIDGE,3,0.0549
FLR-00196,RIDGE,4,0.0561
FLR-00196,RIDGE,5,0.0612
FLR-00196,RIDGE,6,0.0926
FLR-00196,RIDGE,7,
FLR-00197,LAMP,1,0.4809416
FLR-00197,LAMP,2,0.4075084
FLR-00197,LAMP,3,0.1811083
FLR-00197,LAMP,4,0.2012
FLR-00197,LAMP,5,
FLR-00198,RIDGE,1,0.397225
FLR-00198,RIDGE,2,0.40415
FLR-00198,RIDGE,3,0.4222584
FLR-00198,RIDGE,4,
FLR-00199,RIDGE,1,0.4534
FLR-00199,RIDGE,2,0.4586
FLR-00199,RIDGE,3,0.2171
FLR-00199,RIDGE,4,0.2034
FLR-00199,RIDGE,5,
FLR-00200,RIDGE,1,0.1381
FLR-00200,RIDGE,2,0.1532
FLR-00200,RIDGE,3,0.1083
FLR-00200,RIDGE,4,0.1249
FLR-00200,RIDGE,5,
FLR-00201,RIDGE,1,0.0262
FLR-00201,RIDGE,2,0.0317
FLR-00201,RIDGE,3,0.0404
FLR-00201,RIDGE,4,0.0452
FLR-00201,RIDGE,5,0.0599
FLR-00201,RIDGE,6,
FLR-00202,RIDGE,1,0.0691834
FLR-00202,RIDGE,2,0.098175
FLR-00202,RIDGE,3,0.07775
FLR-00202,RIDGE,4,0.0745333
FLR-00202,RIDGE,5,
FLR-00203,RIDGE,1,0.2418
FLR-00203,RIDGE,2,0.1505
FLR-00203,RIDGE,3,0.1086
FLR-00203,RIDGE,4,
FLR-00204,LAMP,1,0.0874177
FLR-00204,LAMP,2,0.0869589
FLR-00204,LAMP,3,0.0765055
FLR-00204,LAMP,4,0.0621973
FLR-00204,LAMP,5,
FLR-00205,RIDGE,1,0.4991
FLR-00205,RIDGE,2,0.4154
FLR-00205,RIDGE,3,0.1424
FLR-00205,RIDGE,4,0.2906
FLR-00205,RIDGE,5,0.1777
FLR-00205,RIDGE,6,
FLR-00206,RIDGE,1,0.3545
FLR-00206,RIDGE,2,0.2085
FLR-00206,RIDGE,3,0.1777
FLR-00206,RIDGE,4,0.1248
FLR-00206,RIDGE,5,0.1037
FLR-00206,RIDGE,6,0.1122
FLR-00206,RIDGE,7,
FLR-00207,RIDGE,1,0.3236
FLR-00207,RIDGE,2,0.3171
FLR-00207,RIDGE,3,0.3254
FLR-00207,RIDGE,4,0.3236
FLR-00207,RIDGE,5,
FLR-00208,LAMP,1,0.1034666
FLR-00208,LAMP,2,0.0926167
FLR-00208,LAMP,3,0.0697417
FLR-00208,LAMP,4,0.0570916
FLR-00208,LAMP,5,0.0578917
FLR-00208,LAMP,6,
FLR-00209,LAMP,1,0.3771166
FLR-00209,LAMP,2,0.3105917
FLR-00209,LAMP,3,0.1554
FLR-00209,LAMP,4,0.1632583
FLR-00209,LAMP,5,
FLR-00210,LAMP,1,0.0436771
FLR-00210,LAMP,2,0.0515491
FLR-00210,LAMP,3,0.0467726
FLR-00210,LAMP,4,0.0498422
FLR-00210,LAMP,5,0.0513104
FLR-00210,LAMP,6,0.0605112
FLR-00210,LAMP,7,0.0717429
FLR-00210,LAMP,8,
FLR-00211,RIDGE,1,0.297
FLR-00211,RIDGE,2,0.291
FLR-00211,RIDGE,3,0.163
FLR-00211,RIDGE,4,0.147
FLR-00211,RIDGE,5,
FLR-00212,LAMP,1,0.3124583
FLR-00212,LAMP,2,0.29865
FLR-00212,LAMP,3,0.1255584
FLR-00212,LAMP,4,0.1428166
FLR-00212,LAMP,5,
FLR-00213,RIDGE,1,0.08
FLR-00213,RIDGE,2,0.088
FLR-00213,RIDGE,3,0.073
FLR-00213,RIDGE,4,0.07
FLR-00213,RIDGE,5,
FLR-00214,RIDGE,1,0.4192333
FLR-00214,RIDGE,2,0.4256584
FLR-00214,RIDGE,3,0.2066583
FLR-00214,RIDGE,4,0.2043917
FLR-00214,RIDGE,5,
FLR-00215,RIDGE,1,0.2701
FLR-00215,RIDGE,2,0.2699
FLR-00215,RIDGE,3,0.2919
FLR-00215,RIDGE,4,0.282
FLR-00215,RIDGE,5,
FLR-00216,LAMP,1,0.4215333
FLR-00216,LAMP,2,0.4326833
FLR-00216,LAMP,3,0.2042667
FLR-00216,LAMP,4,0.226375
FLR-00216,LAMP,5,
FLR-00217,RIDGE,1,0.4457784
FLR-00217,RIDGE,2,0.4158562
FLR-00217,RIDGE,3,0.3852645
FLR-00217,RIDGE,4,
FLR-00218,LAMP,1,0.0510061
FLR-00218,LAMP,2,0.0601625
FLR-00218,LAMP,3,0.0588939
FLR-00218,LAMP,4,0.0521363
FLR-00218,LAMP,5,0.0491675
FLR-00218,LAMP,6,0.0512178
FLR-00218,LAMP,7,0.0567347
FLR-00218,LAMP,8,
FLR-00219,RIDGE,1,0.4242265
FLR-00219,RIDGE,2,0.4389428
FLR-00219,RIDGE,3,0.2272634
FLR-00219,RIDGE,4,0.2317591
FLR-00219,RIDGE,5,
FLR-00220,LAMP,1,0.44605
FLR-00220,LAMP,2,0.4284166
FLR-00220,LAMP,3,0.200875
FLR-00220,LAMP,4,0.2030584
FLR-00220,LAMP,5,
FLR-00221,RIDGE,1,0.2637
FLR-00221,RIDGE,2,0.2509
FLR-00221,RIDGE,3,0.2609
FLR-00221,RIDGE,4,0.2637
FLR-00221,RIDGE,5,
FLR-00222,LAMP,1,0.4218345
FLR-00222,LAMP,2,0.376375
FLR-00222,LAMP,3,0.150306
FLR-00222,LAMP,4,0.1513771
FLR-00222,LAMP,5,
FLR-00223,LAMP,1,0.431175
FLR-00223,LAMP,2,0.408625
FLR-00223,LAMP,3,0.2059334
FLR-00223,LAMP,4,0.1908
FLR-00223,LAMP,5,
FLR-00224,RIDGE,1,0.2076
FLR-00224,RIDGE,2,0.2084
FLR-00224,RIDGE,3,0.1805
FLR-00224,RIDGE,4,0.189
FLR-00224,RIDGE,5,0.2008
FLR-00224,RIDGE,6,0.1966
FLR-00224,RIDGE,7,0.204
FLR-00224,RIDGE,8,
FLR-00225,RIDGE,1,0.1326069
FLR-00225,RIDGE,2,0.5025665
FLR-00225,RIDGE,3,0.4152161
FLR-00225,RIDGE,4,0.4245824
FLR-00225,RIDGE,5,
FLR-00226,LAMP,1,0.4480417
FLR-00226,LAMP,2,0.4513916
FLR-00226,LAMP,3,0.2369417
FLR-00226,LAMP,4,0.2076573
FLR-00226,LAMP,5,
FLR-00227,RIDGE,1,0.2148
FLR-00227,RIDGE,2,0.2489
FLR-00227,RIDGE,3,0.2796
FLR-00227,RIDGE,4,
FLR-00228,RIDGE,1,0.0963248
FLR-00228,RIDGE,2,0.1026291
FLR-00228,RIDGE,3,0.0716296
FLR-00228,RIDGE,4,0.0542762
FLR-00228,RIDGE,5,
FLR-00229,LAMP,1,0.1004713
FLR-00229,LAMP,2,0.0783089
FLR-00229,LAMP,3,0.0744482
FLR-00229,LAMP,4,0.0738572
FLR-00229,LAMP,5,
FLR-00230,RIDGE,1,0.0594
FLR-00230,RIDGE,2,0.205
FLR-00230,RIDGE,3,0.1858
FLR-00230,RIDGE,4,0.1956
FLR-00230,RIDGE,5,
FLR-00231,RIDGE,1,0.5021
FLR-00231,RIDGE,2,0.4366
FLR-00231,RIDGE,3,0.1679
FLR-00231,RIDGE,4,0.1955
FLR-00231,RIDGE,5,
FLR-00232,RIDGE,1,0.1312153
FLR-00232,RIDGE,2,0.1334716
FLR-00232,RIDGE,3,0.1163393
FLR-00232,RIDGE,4,0.126732
FLR-00232,RIDGE,5,
FLR-00233,RIDGE,1,0.0497081
FLR-00233,RIDGE,2,0.050008
FLR-00233,RIDGE,3,0.0547291
FLR-00233,RIDGE,4,0.0573261
FLR-00233,RIDGE,5,0.0546593
FLR-00233,RIDGE,6,
FLR-00234,RIDGE,1,0.267
FLR-00234,RIDGE,2,0.263
FLR-00234,RIDGE,3,0.185
FLR-00234,RIDGE,4,0.153
FLR-00234,RIDGE,5,
FLR-00235,LAMP,1,0.4358836
FLR-00235,LAMP,2,0.441816
FLR-00235,LAMP,3,0.2036881
FLR-00235,LAMP,4,0.188171
FLR-00235,LAMP,5,
FLR-00236,RIDGE,1,0.0399
FLR-00236,RIDGE,2,0.0415
FLR-00236,RIDGE,3,0.0466
FLR-00236,RIDGE,4,0.0504
FLR-00236,RIDGE,5,0.0538
FLR-00236,RIDGE,6,0.0666
FLR-00236,RIDGE,7,
FLR-00237,LAMP,1,0.0511
FLR-00237,LAMP,2,0.0583833
FLR-00237,LAMP,3,0.0596083
FLR-00237,LAMP,4,0.0574334
FLR-00237,LAMP,5,0.0530916
FLR-00237,LAMP,6,0.0498667
FLR-00237,LAMP,7,0.0588583
FLR-00237,LAMP,8,
FLR-00238,LAMP,1,0.4231562
FLR-00238,LAMP,2,0.4218423
FLR-00238,LAMP,3,0.2062795
FLR-00238,LAMP,4,0.1980253
FLR-00238,LAMP,5,
FLR-00239,LAMP,1,0.39595
FLR-00239,LAMP,2,0.3288917
FLR-00239,LAMP,3,0.15215
FLR-00239,LAMP,4,0.1988833
FLR-00239,LAMP,5,
FLR-00240,RIDGE,1,0.205
FLR-00240,RIDGE,2,0.254
FLR-00240,RIDGE,3,0.143
FLR-00240,RIDGE,4,0.141
FLR-00240,RIDGE,5,
FLR-00241,LAMP,1,0.3501074
FLR-00241,LAMP,2,0.2047529
FLR-00241,LAMP,3,
FLR-00242,LAMP,1,0.2292917
FLR-00242,LAMP,2,0.2482583
FLR-00242,LAMP,3,0.1504833
FLR-00242,LAMP,4,0.1596917
FLR-00242,LAMP,5,
FLR-00243,RIDGE,1,0.122
FLR-00243,RIDGE,2,0.091
FLR-00243,RIDGE,3,0.068
FLR-00243,RIDGE,4,0.063
FLR-00243,RIDGE,5,0.062
FLR-00243,RIDGE,6,0.073
FLR-00243,RIDGE,7,
FLR-00244,LAMP,1,0.1021824
FLR-00244,LAMP,2,0.1110131
FLR-00244,LAMP,3,0.0657774
FLR-00244,LAMP,4,0.0611292
FLR-00244,LAMP,5,
FLR-00245,RIDGE,1,0.17
FLR-00245,RIDGE,2,0.191
FLR-00245,RIDGE,3,0.129
FLR-00245,RIDGE,4,0.099
FLR-00245,RIDGE,5,0.141
FLR-00245,RIDGE,6,
FLR-00246,RIDGE,1,0.4605305
FLR-00246,RIDGE,2,0.3343683
FLR-00246,RIDGE,3,0.1384719
FLR-00246,RIDGE,4,0.1635745
FLR-00246,RIDGE,5,
FLR-00247,RIDGE,1,0.2827816
FLR-00247,RIDGE,2,0.25222
FLR-00247,RIDGE,3,0.168466
FLR-00247,RIDGE,4,0.135969
FLR-00247,RIDGE,5,
FLR-00248,RIDGE,1,0.2478
FLR-00248,RIDGE,2,0.2296
FLR-00248,RIDGE,3,0.1534
FLR-00248,RIDGE,4,0.1472
FLR-00248,RIDGE,5,
FLR-00249,LAMP,1,0.4018166
FLR-00249,LAMP,2,0.3679334
FLR-00249,LAMP,3,0.1691166
FLR-00249,LAMP,4,0.1510834
FLR-00249,LAMP,5,
FLR-00250,RIDGE,1,0.427039
FLR-00250,RIDGE,2,0.444478
FLR-00250,RIDGE,3,0.2117541
FLR-00250,RIDGE,4,0.1830048
FLR-00250,RIDGE,5,
FLR-00251,LAMP,1,0.4925167
FLR-00251,LAMP,2,0.4611083
FLR-00251,LAMP,3,0.1951794
FLR-00251,LAMP,4,0.2342167
FLR-00251,LAMP,5,
FLR-00252,RIDGE,1,0.47245
FLR-00252,RIDGE,2,0.4469355
FLR-00252,RIDGE,3,0.1908478
FLR-00252,RIDGE,4,0.197025
FLR-00252,RIDGE,5,
FLR-00253,RIDGE,1,0.1251
FLR-00253,RIDGE,2,0.1414
FLR-00253,RIDGE,3,0.1359
FLR-00253,RIDGE,4,0.1293
FLR-00253,RIDGE,5,
FLR-00254,RIDGE,1,0.4909667
FLR-00254,RIDGE,2,0.444025
FLR-00254,RIDGE,3,0.2332417
FLR-00254,RIDGE,4,0.212175
FLR-00254,RIDGE,5,
FLR-00255,RIDGE,1,0.243
FLR-00255,RIDGE,2,0.079
FLR-00255,RIDGE,3,0.07
FLR-00255,RIDGE,4,
FLR-00256,LAMP,1,0.4655803
FLR-00256,LAMP,2,0.4579985
FLR-00256,LAMP,3,0.1771455
FLR-00256,LAMP,4,0.1970046
FLR-00256,LAMP,5,
FLR-00257,RIDGE,1,0.4344
FLR-00257,RIDGE,2,0.4246
FLR-00257,RIDGE,3,0.18
FLR-00257,RIDGE,4,0.1962
FLR-00257,RIDGE,5,
FLR-00258,RIDGE,1,0.071
FLR-00258,RIDGE,2,0.0850834
FLR-00258,RIDGE,3,0.079175
FLR-00258,RIDGE,4,0.0802083
FLR-00258,RIDGE,5,
FLR-00259,LAMP,1,0.3950417
FLR-00259,LAMP,2,0.3855833
FLR-00259,LAMP,3,0.196775
FLR-00259,LAMP,4,0.1930083
FLR-00259,LAMP,5,
FLR-00260,RIDGE,1,0.4632167
FLR-00260,RIDGE,2,0.4154333
FLR-00260,RIDGE,3,0.1437917
FLR-00260,RIDGE,4,0.14105
FLR-00260,RIDGE,5,
FLR-00261,RIDGE,1,0.105
FLR-00261,RIDGE,2,0.098
FLR-00261,RIDGE,3,0.083
FLR-00261,RIDGE,4,0.061
FLR-00261,RIDGE,5,0.08
FLR-00261,RIDGE,6,
FLR-00262,LAMP,1,0.2256143
FLR-00262,LAMP,2,0.2372393
FLR-00262,LAMP,3,0.1556928
FLR-00262,LAMP,4,0.1393291
FLR-00262,LAMP,5,
FLR-00263,LAMP,1,0.207705
FLR-00263,LAMP,2,0.22213
FLR-00263,LAMP,3,0.150086
FLR-00263,LAMP,4,0.1294568
FLR-00263,LAMP,5,
FLR-00264,LAMP,1,0.1034083
FLR-00264,LAMP,2,0.0845417
FLR-00264,LAMP,3,0.0746667
FLR-00264,LAMP,4,0.0651083
FLR-00264,LAMP,5,
FLR-00265,RIDGE,1,0.133
FLR-00265,RIDGE,2,0.094
FLR-00265,RIDGE,3,0.081
FLR-00265,RIDGE,4,0.075
FLR-00265,RIDGE,5,0.083
FLR-00265,RIDGE,6,0.086
FLR-00265,RIDGE,7,0.112
FLR-00265,RIDGE,8,
FLR-00266,RIDGE,1,0.2655999
FLR-00266,RIDGE,2,0.2717915
FLR-00266,RIDGE,3,0.1649922
FLR-00266,RIDGE,4,0.1262979
FLR-00266,RIDGE,5,
FLR-00267,RIDGE,1,0.536048
FLR-00267,RIDGE,2,0.517216
FLR-00267,RIDGE,3,0.29852
